序号,代码,名称,最新价(元) 2026.06.09,涨跌幅(%) 2026.06.09,市盈率(TTM)(倍) 2026.06.09,证券类型,涨跌额(元) 2026.06.09,最高价(元) 2026.06.09,最低价(元) 2026.06.09,换手率(%) 2026.06.09,量比 2026.06.09,成交量(股) 2026.06.09,成交额(元) 2026.06.09,市盈率(动)(倍) 2026.06.09,市净率(倍) 2026.06.09,总市值(元) 2026.06.09,流通市值(元) 2026.06.09
1747,688061,灿瑞科技,35.97,6.11,-62.40,A股,2.070,36.28,34.02,1.64,1.25,188.88万,6674.48万,-49.20,1.7998,41.33亿,41.33亿
1748,000868,安凯客车,3.84,3.78,-62.46,A股,0.140,3.95,3.63,3.47,2.97,3257.24万,1.25亿,487.35,4.4940,36.08亿,36.07亿
1749,920092,汉鑫科技,33.61,-1.73,-62.50,A股,-0.590,35.06,32.88,12.36,1.72,399.68万,1.35亿,-198.29,5.9453,20.86亿,10.87亿
1750,603918,金桥信息,11.05,1.28,-62.58,A股,0.140,11.18,10.76,1.89,0.96,691.38万,7615.69万,-33.11,4.1225,40.34亿,40.34亿
1751,002909,集泰股份,5.63,2.18,-62.64,A股,0.120,5.68,5.48,1.75,0.80,663.84万,3715.27万,-43.46,2.5816,21.96亿,21.42亿
1752,002424,ST百灵,4.50,1.35,-62.68,A股,0.060,4.52,4.38,0.49,0.88,593.55万,2638.62万,55.78,1.9754,62.89亿,54.59亿
1753,300838,浙江力诺,14.93,-2.99,-63.10,A股,-0.460,15.90,14.80,4.91,1.09,499.98万,7561.21万,396.51,2.1659,20.60亿,15.19亿
1754,688079,美迪凯,27.96,-1.86,-63.21,A股,-0.530,29.49,26.73,10.29,0.92,4160.73万,11.47亿,-69.34,9.2071,115.07亿,113.06亿
1755,002584,西陇科学,7.88,10.06,-63.92,A股,0.720,7.88,7.13,9.13,1.95,4278.03万,3.28亿,96.23,2.1077,46.12亿,36.91亿
1756,603232,格尔软件,17.31,0.06,-64.20,A股,0.010,17.51,16.76,5.31,0.56,1228.24万,2.11亿,-35.47,3.1153,40.52亿,40.04亿
1757,002650,ST加加,7.48,0.27,-64.33,A股,0.020,7.53,7.39,0.22,0.69,248.17万,1850.50万,61.20,4.7578,82.81亿,82.81亿
1758,000705,浙江震元,6.74,0.60,-64.34,A股,0.040,6.90,6.59,1.97,0.95,554.54万,3748.66万,-25.81,1.1578,22.52亿,19.00亿
1759,600868,梅雁吉祥,3.23,-2.12,-64.35,A股,-0.070,3.34,3.12,6.52,0.64,1.24亿,3.97亿,-104.28,3.1689,61.31亿,61.31亿
1760,688107,安路科技,40.60,4.75,-64.36,A股,1.840,41.17,38.15,3.24,0.90,1298.50万,5.16亿,-99.70,18.0274,162.74亿,162.74亿
1761,300350,华鹏飞,4.36,-0.68,-64.59,A股,-0.030,4.44,4.33,3.29,1.15,1552.86万,6799.15万,-89.43,2.7938,24.50亿,20.56亿
1762,301383,天键股份,27.94,2.61,-64.61,A股,0.710,28.10,27.17,2.86,0.62,201.96万,5595.25万,-33.13,2.3406,45.64亿,19.73亿
1763,301355,南王科技,10.53,1.54,-64.83,A股,0.160,10.73,10.39,3.57,1.09,357.83万,3783.74万,269.39,1.3922,20.54亿,10.56亿
1764,301072,中捷精工,33.63,8.52,-64.96,A股,2.640,33.98,30.68,16.87,1.60,1132.33万,3.68亿,-82.79,4.9457,35.33亿,22.58亿
1765,300436,广生堂,87.81,2.37,-64.96,A股,2.030,88.33,84.60,3.44,0.65,470.48万,4.08亿,-134.87,55.5849,139.85亿,120.06亿
1766,301288,清研环境,19.23,6.30,-65.41,A股,1.140,19.71,18.03,5.37,1.06,419.61万,8059.04万,-48.62,2.6502,20.77亿,15.02亿
1767,300078,思创智联,3.34,0.91,-65.78,A股,0.030,3.37,3.26,1.88,0.88,2095.69万,6973.01万,-102.71,7.4027,37.34亿,37.19亿
1768,300167,ST迪威迅,4.80,0.00,-66.46,A股,0.000,4.89,4.77,1.07,0.53,378.47万,1825.34万,-22.67,15.5379,19.98亿,17.00亿
1769,603887,城地香江,10.90,-1.45,-66.48,A股,-0.160,11.28,10.81,2.04,1.01,1228.25万,1.34亿,-122.31,1.8837,65.62亿,65.62亿
1770,688506,百利天恒,208.90,2.11,-66.51,A股,4.320,211.83,201.02,0.48,0.93,200.01万,4.14亿,-27.84,15.2824,862.49亿,862.49亿
1771,002474,榕基软件,6.98,1.60,-66.53,A股,0.110,7.00,6.77,3.12,0.62,1649.00万,1.14亿,-139.28,3.2929,43.43亿,36.91亿
1772,600860,京城股份,9.00,1.35,-66.65,A股,0.120,9.06,8.82,1.26,0.85,559.67万,4999.66万,-38.24,5.9688,49.27亿,39.96亿
1773,688323,瑞华泰,35.76,14.03,-66.66,A股,4.400,37.58,32.83,14.54,1.90,2618.07万,9.19亿,-71.10,7.1420,64.37亿,64.37亿
1774,002307,北新路桥,3.84,0.52,-66.89,A股,0.020,3.87,3.78,0.82,0.60,1043.75万,3987.72万,-25.66,1.4671,63.31亿,48.70亿
1775,002681,奋达科技,5.20,-2.44,-66.92,A股,-0.130,5.37,5.15,4.41,0.71,6924.68万,3.61亿,-146.95,4.3792,93.32亿,81.60亿
1776,002923,润都股份,9.94,0.30,-66.93,A股,0.030,10.07,9.76,2.19,0.91,566.45万,5621.67万,53.33,3.1583,33.29亿,25.65亿
1777,688211,中科微至,32.58,0.87,-67.06,A股,0.280,32.70,31.97,0.66,0.76,86.05万,2783.39万,361.45,1.2227,42.71亿,42.71亿
1778,300889,爱克股份,24.28,2.02,-67.09,A股,0.480,24.35,23.71,2.76,0.64,404.21万,9742.10万,-73.97,3.7771,53.47亿,35.54亿
1779,603657,春光科技,24.25,-1.10,-67.21,A股,-0.270,24.88,23.94,1.40,0.97,189.43万,4590.19万,-23.15,3.7582,32.78亿,32.78亿
1780,605136,丽人丽妆,8.63,-0.69,-67.33,A股,-0.060,8.79,8.54,1.65,0.64,660.17万,5709.96万,83.58,1.4317,34.56亿,34.56亿
1781,688023,安恒信息,39.74,1.53,-67.47,A股,0.600,40.50,38.72,1.86,0.93,190.40万,7526.15万,-8.90,1.8112,40.60亿,40.60亿
1782,301182,凯旺科技,80.00,0.00,-67.52,A股,0.000,82.80,79.16,2.91,0.73,254.60万,2.05亿,-53.57,11.5647,76.66亿,69.91亿
1783,603709,中源家居,15.33,-1.03,-67.73,A股,-0.160,15.80,15.22,1.91,1.14,239.03万,3699.40万,237.13,3.7984,19.33亿,19.18亿
1784,300141,和顺电气,10.62,0.47,-67.87,A股,0.050,11.07,10.56,2.83,1.16,719.95万,7724.34万,-102.48,4.4203,27.38亿,27.04亿
1785,688173,希荻微,15.45,4.18,-68.00,A股,0.620,15.63,14.73,2.85,1.00,1170.40万,1.79亿,-209.80,4.4972,64.12亿,63.51亿
1786,600815,厦工股份,3.15,-0.32,-68.28,A股,-0.010,3.20,3.11,2.32,1.13,4114.39万,1.29亿,-190.91,3.8439,55.88亿,55.88亿
1787,603324,盛剑科技,29.92,3.67,-69.21,A股,1.060,30.49,28.86,4.30,0.60,634.74万,1.89亿,-42.30,2.7098,44.19亿,44.19亿
1788,603533,掌阅科技,21.45,-2.37,-69.27,A股,-0.520,22.37,21.11,5.05,0.71,2216.79万,4.77亿,-69.78,4.1014,94.14亿,94.14亿
1789,300501,海顺新材,12.92,-2.56,-69.97,A股,-0.340,13.39,12.65,3.56,0.80,508.24万,6574.49万,-82.96,2.8054,35.94亿,18.43亿
1790,300983,尤安设计,35.22,2.29,-70.67,A股,0.790,35.51,33.50,0.98,0.94,149.39万,5155.31万,-1814.33,2.2004,60.86亿,53.82亿
1791,300061,旗天科技,8.16,0.12,-71.01,A股,0.010,8.31,8.02,3.91,0.75,2431.91万,1.99亿,130.30,11.5969,53.77亿,50.77亿
1792,002066,瑞泰科技,23.43,-0.64,-71.06,A股,-0.150,24.00,23.15,1.50,0.52,346.19万,8121.49万,-430.52,8.8461,55.04亿,54.12亿
1793,600293,三峡新材,4.03,-2.42,-71.09,A股,-0.100,4.18,3.81,19.78,1.54,2.30亿,9.16亿,-46.81,2.7419,46.75亿,46.75亿
1794,300579,数字认证,21.93,-0.09,-71.24,A股,-0.020,22.36,21.65,1.18,1.05,308.39万,6785.22万,-140.79,7.4814,59.21亿,57.12亿
1795,300721,怡达股份,29.86,3.75,-71.50,A股,1.080,30.88,28.60,11.81,0.78,1634.16万,4.88亿,285.54,4.4125,49.22亿,41.31亿
1796,000809,和展能源,3.82,0.26,-71.65,A股,0.010,3.87,3.77,2.10,0.53,1734.45万,6620.56万,235.92,1.1857,31.51亿,31.51亿
1797,002343,慈文传媒,5.03,1.41,-71.68,A股,0.070,5.09,4.86,2.49,0.84,1177.16万,5882.37万,-45.36,2.4933,23.83亿,23.83亿
1798,920964,润农节水,5.19,-1.70,-71.89,A股,-0.090,5.30,5.10,1.91,0.92,282.64万,1460.88万,113.92,1.5532,13.56亿,7.67亿
1799,300538,同益股份,18.15,6.02,-71.90,A股,1.030,19.14,17.35,12.50,1.53,1511.73万,2.74亿,99.56,3.6457,33.02亿,21.96亿
1800,603138,海量数据,17.53,2.34,-72.24,A股,0.400,18.08,17.26,3.98,0.69,1147.69万,2.02亿,-30.83,6.3684,51.52亿,50.55亿
1801,002883,*ST中设,9.13,0.55,-72.31,A股,0.050,9.27,9.07,1.06,0.70,162.00万,1484.70万,348.59,3.0441,14.26亿,14.00亿
1802,000930,中粮科技,4.83,-1.83,-72.54,A股,-0.090,4.94,4.82,0.75,0.89,1384.51万,6712.82万,-18.46,0.8618,89.67亿,89.66亿
1803,603069,海汽集团,14.29,-2.32,-72.68,A股,-0.340,14.85,14.18,1.57,0.95,496.48万,7152.84万,-54.21,5.8446,45.16亿,45.16亿
1804,920717,瑞星股份,7.80,-2.62,-72.79,A股,-0.210,8.05,7.67,2.90,1.14,128.63万,1003.88万,87.73,1.6273,8.95亿,3.45亿
1805,600935,华塑股份,2.31,0.43,-72.97,A股,0.010,2.32,2.27,0.42,0.75,1462.25万,3347.56万,-133.40,1.3980,83.04亿,81.02亿
1806,300106,西部牧业,12.40,0.08,-73.00,A股,0.010,12.78,12.17,6.54,0.80,1382.73万,1.72亿,132.14,6.9551,26.21亿,26.21亿
1807,301306,西测测试,129.08,2.08,-73.02,A股,2.630,129.68,123.30,5.16,0.75,300.59万,3.82亿,-70.02,12.9572,108.94亿,75.21亿
1808,601279,英利汽车,3.45,-0.58,-73.13,A股,-0.020,3.50,3.40,0.55,0.92,865.04万,2986.84万,-49.99,1.3193,54.71亿,54.71亿
1809,002531,天顺风能,9.42,1.62,-73.67,A股,0.150,9.56,9.17,2.28,0.85,4076.82万,3.83亿,102.20,1.9525,169.27亿,168.32亿
1810,002702,海欣食品,5.11,0.79,-74.00,A股,0.040,5.15,5.00,3.07,0.70,1409.62万,7181.95万,62.05,2.7394,28.40亿,23.44亿
1811,301317,鑫磊股份,62.20,7.71,-74.12,A股,4.450,62.58,57.00,8.84,1.11,461.41万,2.78亿,-125.89,7.9708,97.77亿,32.47亿
1812,688646,ST逸飞,64.63,5.45,-74.21,A股,3.340,64.76,62.58,1.72,1.04,99.62万,6383.03万,-63.44,4.3030,60.86亿,37.48亿
1813,688418,震有科技,43.69,1.65,-74.26,A股,0.710,43.98,41.66,2.85,1.01,549.61万,2.36亿,-46.84,10.2995,84.13亿,84.13亿
1814,300671,富满微,46.20,13.15,-74.28,A股,5.370,46.50,40.96,6.76,1.88,1493.21万,6.62亿,124.61,6.4458,102.28亿,101.98亿
1815,300846,首都在线,22.38,1.13,-74.34,A股,0.250,22.66,21.83,4.83,0.64,2011.20万,4.48亿,-131.09,14.5477,112.86亿,93.14亿
1816,000552,甘肃能化,2.69,-3.93,-74.89,A股,-0.110,2.77,2.66,2.44,0.75,9109.09万,2.45亿,55.17,0.8809,143.96亿,100.22亿
1817,300469,信息发展,51.82,0.62,-75.05,A股,0.320,53.52,50.25,2.46,0.66,610.30万,3.12亿,-102.43,54.9570,128.64亿,128.57亿
1818,601137,博威合金,23.18,-1.11,-75.17,A股,-0.260,23.78,22.79,4.16,0.64,3819.43万,8.85亿,-58.26,2.2780,212.92亿,212.76亿
1819,605055,迎丰股份,10.86,-3.29,-75.36,A股,-0.370,11.40,10.73,1.65,0.62,726.87万,7972.72万,-65.32,4.9951,47.78亿,47.78亿
1820,300598,诚迈科技,33.18,1.53,-75.44,A股,0.500,33.55,32.33,2.25,0.93,487.25万,1.61亿,-52.74,5.0974,71.99亿,71.97亿
1821,601212,白银有色,5.72,1.06,-75.47,A股,0.060,5.78,5.54,1.20,0.94,8920.48万,5.05亿,70.60,2.6647,423.55亿,423.55亿
1822,603912,佳力图,8.66,2.24,-75.80,A股,0.190,8.68,8.45,2.77,0.97,1500.35万,1.29亿,-57.93,2.7267,46.93亿,46.93亿
1823,688055,龙腾光电,5.07,2.01,-76.58,A股,0.100,5.13,4.78,1.18,0.75,3931.10万,1.96亿,-60.63,4.2160,169.00亿,169.00亿
1824,688317,之江生物,17.52,-1.96,-76.88,A股,-0.350,18.05,17.16,1.84,0.74,353.14万,6155.39万,-32.99,1.0194,33.67亿,33.67亿
1825,000698,ST沈化,3.32,-0.90,-77.68,A股,-0.030,3.38,3.30,0.45,1.02,357.00万,1189.39万,82.60,1.9572,27.21亿,26.09亿
1826,688216,气派科技,31.93,8.09,-78.08,A股,2.390,32.01,29.66,4.22,1.21,448.89万,1.38亿,-245.99,4.9936,36.65亿,33.98亿
1827,001306,夏厦精密,64.20,-0.33,-78.14,A股,-0.210,66.30,62.88,6.53,0.80,101.23万,6465.61万,-45.75,3.1422,40.35亿,9.95亿
1828,688031,星环科技-U,140.58,6.00,-78.26,A股,7.960,144.00,136.04,10.32,0.74,1249.93万,17.48亿,-76.03,21.1147,170.29亿,170.29亿
1829,002739,儒意电影,8.51,-0.82,-78.43,A股,-0.070,8.71,8.46,1.16,0.83,2431.95万,2.08亿,51.69,2.3595,179.71亿,178.70亿
1830,002449,国星光电,8.08,0.00,-78.99,A股,0.000,8.25,7.87,3.85,0.81,2381.91万,1.92亿,-37.21,1.3301,49.97亿,49.97亿
1831,300162,雷曼光电,10.97,1.39,-79.02,A股,0.150,11.33,10.46,21.43,1.08,7332.72万,7.88亿,-82.93,5.5707,46.02亿,37.54亿
1832,002524,光正眼科,3.67,0.27,-79.11,A股,0.010,3.74,3.57,2.24,0.92,1142.37万,4190.95万,-123.28,20.5445,18.91亿,18.74亿
1833,920832,齐鲁华信,6.99,-2.37,-79.32,A股,-0.170,7.34,6.90,0.98,0.49,121.89万,855.19万,-41.64,1.3227,9.70亿,8.66亿
1834,300588,熙菱信息,18.82,-0.05,-79.86,A股,-0.010,19.06,18.51,1.87,0.70,330.32万,6203.52万,-41.74,14.0662,36.03亿,33.28亿
1835,600075,新疆天业,4.63,-4.34,-79.91,A股,-0.210,4.88,4.54,1.71,1.47,2915.62万,1.35亿,-33.37,0.8954,79.07亿,79.07亿
1836,688130,晶华微,24.11,4.83,-80.05,A股,1.110,24.29,22.80,3.74,0.98,225.57万,5348.47万,-165.21,2.3567,29.15亿,14.53亿
1837,002820,桂发祥,9.51,1.06,-80.09,A股,0.100,9.70,9.25,3.29,1.03,661.42万,6296.65万,65.25,2.1862,19.10亿,19.10亿
1838,300437,清水源,11.93,0.85,-80.29,A股,0.100,12.20,11.68,3.80,0.85,659.77万,7828.54万,-707.34,2.1144,29.25亿,20.73亿
1839,300807,天迈科技,42.40,-0.47,-80.66,A股,-0.200,44.30,41.86,5.58,1.56,289.65万,1.25亿,-82.59,6.4309,28.85亿,22.02亿
1840,600397,江钨装备,14.07,4.22,-80.76,A股,0.570,14.10,13.35,4.78,1.14,4731.89万,6.51亿,2612.15,72.1473,139.29亿,139.29亿
1841,688500,慧辰股份,52.87,20.00,-80.82,A股,8.810,52.87,44.56,7.91,2.21,579.71万,2.94亿,-36.11,5.4420,39.81亿,38.76亿
1842,603722,阿科力,35.96,4.38,-81.02,A股,1.510,36.63,34.54,2.31,1.55,220.98万,7897.43万,-67.60,3.9615,35.14亿,34.41亿
1843,301519,舜禹股份,12.81,1.10,-81.14,A股,0.140,12.98,12.56,4.29,0.78,323.87万,4131.00万,-34.40,1.5048,20.71亿,9.67亿
1844,301100,风光股份,15.54,1.50,-81.21,A股,0.230,15.75,15.22,1.58,0.86,138.49万,2146.45万,-1248.51,1.5406,31.08亿,13.60亿
1845,688693,锴威特,106.62,9.34,-81.87,A股,9.110,107.55,97.98,12.28,1.49,477.77万,4.94亿,-109.02,10.1154,78.56亿,41.48亿
1846,300900,广联航空,34.44,3.86,-82.00,A股,1.280,34.71,32.21,7.17,1.01,1839.95万,6.13亿,267.81,5.8298,112.87亿,88.44亿
1847,300166,东方国信,15.78,1.68,-82.01,A股,0.260,16.05,15.28,7.30,0.76,6616.07万,10.34亿,-166.24,3.1508,179.69亿,142.93亿
1848,688759,必贝特-U,31.07,1.21,-82.01,A股,0.370,31.68,29.82,4.79,0.69,255.69万,7877.68万,-66.29,8.5950,139.83亿,16.58亿
1849,600358,国旅联合,5.75,0.35,-82.24,A股,0.020,5.85,5.69,0.90,0.47,455.83万,2629.01万,-114.65,59.9578,29.03亿,29.03亿
1850,920145,恒合股份,12.38,-2.52,-82.27,A股,-0.320,12.81,12.35,1.61,0.51,78.08万,975.15万,-62.53,3.3876,8.73亿,6.02亿
1851,300688,创业黑马,26.88,4.07,-82.36,A股,1.050,26.95,25.81,3.86,0.92,572.05万,1.51亿,-251.30,12.2725,44.99亿,39.88亿
1852,300264,佳创视讯,7.78,6.72,-82.47,A股,0.490,7.91,7.25,6.06,1.17,2245.08万,1.71亿,-210.73,384.4789,33.52亿,28.82亿
1853,600423,*ST柳化,2.50,-1.57,-82.59,A股,-0.040,2.59,2.49,0.84,0.77,670.44万,1697.58万,134.30,3.7646,19.97亿,19.97亿
1854,920047,诺思兰德,17.45,-3.70,-82.68,A股,-0.670,18.25,17.20,4.12,0.71,741.66万,1.30亿,-100.68,18.0193,47.86亿,31.43亿
1855,300798,锦鸡股份,7.37,1.38,-82.69,A股,0.100,7.48,7.23,2.51,0.73,1019.82万,7485.15万,-57.10,1.9780,36.35亿,29.90亿
1856,300211,*ST亿通,7.76,0.78,-83.33,A股,0.060,7.77,7.63,0.79,0.47,235.52万,1814.93万,-49.74,5.3527,23.58亿,23.16亿
1857,603978,深圳新星,25.20,0.84,-83.50,A股,0.210,25.49,24.63,4.28,1.11,904.10万,2.26亿,73.72,3.2072,53.20亿,53.20亿
1858,000819,岳阳兴长,14.24,4.71,-83.68,A股,0.640,14.29,13.32,2.01,1.40,734.64万,1.02亿,469.72,2.5311,52.62亿,52.05亿
1859,301027,华蓝集团,19.50,3.94,-83.80,A股,0.740,19.58,18.68,3.83,0.92,464.40万,8874.68万,-87.47,3.1879,28.67亿,23.63亿
1860,300581,晨曦航空,10.43,0.38,-83.97,A股,0.040,10.53,10.24,1.22,0.85,668.91万,6964.49万,-134.54,6.2665,57.38亿,57.38亿
1861,002100,天康生物,6.21,-1.43,-84.12,A股,-0.090,6.35,6.20,0.75,0.55,1020.80万,6367.79万,-12.98,1.2556,84.78亿,84.78亿
1862,920001,纬达光电,17.18,-1.55,-84.53,A股,-0.270,17.75,16.76,6.16,0.70,546.31万,9330.88万,-119.49,3.7228,26.40亿,15.24亿
1863,300968,格林精密,11.08,2.78,-84.61,A股,0.300,11.26,10.65,2.25,0.74,930.85万,1.02亿,-25.41,2.5671,45.80亿,45.80亿
1864,600343,航天动力,25.19,-3.85,-85.22,A股,-1.010,26.21,24.52,5.39,1.03,3437.67万,8.58亿,-180.77,12.6225,160.76亿,160.76亿
1865,603121,华培动力,15.42,-0.90,-85.45,A股,-0.140,15.96,15.22,1.60,0.65,542.25万,8352.25万,-374.13,4.7576,52.20亿,52.20亿
1866,920139,华岭股份,18.71,4.64,-85.64,A股,0.830,18.79,18.00,2.72,0.96,708.82万,1.31亿,-99.53,4.8905,50.42亿,48.71亿
1867,002151,北斗星通,33.90,2.36,-86.01,A股,0.780,34.04,32.94,3.40,0.93,1504.41万,5.06亿,339.43,3.8059,184.05亿,150.11亿
1868,300649,杭州园林,27.44,2.96,-86.02,A股,0.790,27.97,26.62,5.56,0.49,590.52万,1.60亿,-96.50,8.2259,36.34亿,29.12亿
1869,300232,洲明科技,5.90,0.68,-86.27,A股,0.040,5.95,5.80,2.50,0.90,2218.27万,1.30亿,-19.34,1.4260,64.16亿,52.25亿
1870,300504,天邑股份,18.35,-0.33,-86.40,A股,-0.060,18.90,18.13,5.35,0.68,1167.37万,2.16亿,54.32,2.3729,49.73亿,40.05亿
1871,688790,昂瑞微-UW,120.32,3.55,-87.53,A股,4.120,120.88,116.30,3.77,0.79,45.50万,5394.29万,-44.60,4.4068,119.76亿,14.51亿
1872,002175,*ST东智,2.45,2.94,-87.69,A股,0.070,2.49,2.38,1.70,0.82,2166.68万,5261.86万,-370.71,4.0419,31.28亿,31.28亿
1873,300967,晓鸣股份,17.32,-5.10,-87.74,A股,-0.930,18.45,16.93,12.03,0.83,1500.93万,2.61亿,-35.75,4.9836,32.49亿,21.61亿
1874,301117,佳缘科技,25.68,2.39,-88.09,A股,0.600,25.78,24.95,3.78,0.90,438.15万,1.11亿,-48.03,3.7478,46.44亿,29.75亿
1875,002199,*ST东晶,13.43,5.00,-88.14,A股,0.640,13.43,12.90,1.24,0.45,287.34万,3844.86万,-455.09,18.0520,32.69亿,31.01亿
1876,300270,中威电子,12.36,1.39,-88.16,A股,0.170,12.48,12.00,2.91,0.74,759.43万,9302.12万,461.37,6.7994,37.43亿,32.25亿
1877,300869,康泰医学,10.78,-0.92,-88.21,A股,-0.100,10.98,10.71,0.92,0.79,243.75万,2638.90万,-131.39,2.5562,43.31亿,28.47亿
1878,300455,航天智装,22.54,2.59,-88.80,A股,0.570,22.78,21.81,1.34,0.94,947.86万,2.12亿,1332.59,9.6919,161.78亿,159.72亿
1879,300780,德恩精工,26.76,-2.09,-88.88,A股,-0.570,27.60,26.25,10.34,1.32,1112.22万,2.97亿,-91.68,3.9189,39.25亿,28.78亿
1880,688622,*ST禾信,120.40,-0.50,-88.92,A股,-0.610,124.39,118.21,1.57,0.54,110.47万,1.33亿,-276.28,28.6654,84.84亿,84.84亿
1881,301013,利和兴,60.97,20.00,-89.13,A股,10.160,60.97,50.30,27.59,0.86,5220.24万,28.84亿,1105.11,21.2933,142.51亿,115.38亿
1882,300745,欣锐科技,42.64,0.16,-89.14,A股,0.070,44.24,41.54,5.34,0.82,760.12万,3.24亿,335.71,3.2457,71.88亿,60.68亿
1883,300315,掌趣科技,4.32,0.70,-89.44,A股,0.030,4.35,4.25,1.75,0.83,4440.82万,1.91亿,54.06,2.4990,116.97亿,109.79亿
1884,002388,新亚制程,5.45,4.01,-89.51,A股,0.210,5.52,5.28,8.24,0.85,4167.99万,2.26亿,151.49,2.9018,27.83亿,27.58亿
1885,603180,金牌家居,15.79,-0.63,-89.60,A股,-0.100,16.10,15.64,0.53,0.52,81.67万,1292.42万,-42.97,0.9027,24.36亿,24.36亿
1886,000711,ST京蓝,5.73,4.95,-89.61,A股,0.270,5.73,5.43,3.45,0.93,8211.40万,4.65亿,454.82,25.5538,169.20亿,136.45亿
1887,300013,新宁物流,4.32,-1.82,-89.99,A股,-0.080,4.49,4.29,5.22,0.99,2326.57万,1.02亿,101.46,13.4240,24.12亿,19.27亿
1888,300810,中科海讯,25.25,0.44,-90.61,A股,0.110,25.78,24.97,2.05,1.07,233.87万,5894.25万,-53.19,3.8801,29.81亿,28.79亿
1889,603528,多伦科技,6.79,0.59,-90.78,A股,0.040,6.90,6.65,1.40,0.89,990.77万,6730.98万,-59.40,2.5504,47.93亿,47.93亿
1890,002652,扬子新材,4.81,0.42,-91.59,A股,0.020,4.93,4.74,3.71,0.81,1900.01万,9133.37万,-191.60,10.4890,24.63亿,24.63亿
1891,600410,华胜天成,17.90,4.62,-92.26,A股,0.790,18.10,17.06,6.37,1.21,6980.89万,12.35亿,-53.16,4.5550,196.27亿,196.27亿
1892,301166,优宁维,27.07,0.15,-92.43,A股,0.040,27.58,26.73,1.16,0.72,65.32万,1765.60万,-68.64,1.2011,23.33亿,15.27亿
1893,600110,诺德股份,11.81,9.96,-92.83,A股,1.070,11.81,10.99,5.91,0.55,1.03亿,11.88亿,127.79,3.6339,204.92亿,204.92亿
1894,600712,南宁百货,5.46,-1.62,-93.01,A股,-0.090,5.59,5.44,1.00,0.70,539.75万,2959.71万,271.02,3.9227,29.74亿,29.41亿
1895,002055,ST得润,6.28,0.00,-93.38,A股,0.000,6.46,6.18,4.63,0.62,2748.81万,1.73亿,37.58,2.8004,37.96亿,37.30亿
1896,300323,华灿光电,16.73,0.00,-93.71,A股,0.000,17.33,16.34,9.05,0.70,1.07亿,17.91亿,133.96,4.0935,271.53亿,198.70亿
1897,301516,中远通,16.16,1.51,-94.18,A股,0.240,16.56,15.88,7.25,0.86,508.57万,8207.91万,-138.53,3.5805,45.36亿,11.34亿
1898,600446,金证股份,12.24,1.66,-94.35,A股,0.200,12.27,11.89,1.86,0.85,1752.02万,2.12亿,-58.84,3.2577,115.21亿,115.21亿
1899,301290,东星医疗,30.64,-0.20,-95.65,A股,-0.060,31.50,30.08,3.16,0.82,251.76万,7711.54万,42.83,1.4370,30.69亿,24.38亿
1900,002806,华锋股份,19.31,0.31,-95.75,A股,0.060,19.77,17.96,20.91,0.76,3640.18万,6.80亿,-64.55,3.6780,41.03亿,33.62亿
1901,002800,天顺股份,15.12,-0.33,-95.92,A股,-0.050,15.55,14.88,2.48,1.27,367.23万,5544.30万,325.65,4.6595,23.02亿,22.35亿
1902,300334,津膜科技,10.35,4.12,-96.16,A股,0.410,10.47,9.78,14.54,1.71,4391.13万,4.49亿,346.65,5.7084,31.26亿,31.26亿
1903,002853,皮阿诺,24.13,1.47,-96.23,A股,0.350,24.50,23.64,1.57,1.25,201.61万,4852.24万,-99.01,4.9618,44.14亿,31.06亿
1904,301105,鸿铭股份,50.78,0.95,-96.57,A股,0.480,51.80,50.23,2.65,0.72,43.58万,2217.67万,-162.79,3.1072,25.39亿,8.35亿
1905,301321,翰博高新,29.25,1.49,-97.06,A股,0.430,29.83,28.26,3.46,0.68,511.09万,1.48亿,295.66,5.5889,54.53亿,43.18亿
1906,300985,致远新能,28.06,5.41,-97.07,A股,1.440,28.33,26.43,3.83,1.44,713.67万,1.95亿,116.30,5.9205,52.34亿,52.34亿
1907,603609,禾丰股份,6.07,-0.49,-97.13,A股,-0.030,6.14,6.01,0.21,0.64,190.23万,1154.73万,159.14,0.8636,55.13亿,55.13亿
1908,600328,中盐化工,6.49,-0.31,-97.43,A股,-0.020,6.55,6.38,1.07,0.73,1571.10万,1.01亿,-15.41,0.8033,95.16亿,95.16亿
1909,000678,襄阳轴承,11.60,1.05,-97.84,A股,0.120,11.80,11.45,1.99,0.66,912.48万,1.06亿,-70.16,6.8431,53.31亿,53.31亿
1910,688218,江苏北人,48.80,7.85,-97.93,A股,3.550,48.80,44.06,7.03,1.37,818.64万,3.80亿,374.41,6.6645,56.84亿,56.84亿
1911,688081,兴图新科,48.44,1.11,-98.60,A股,0.530,48.95,47.71,1.25,0.68,129.19万,6235.04万,-412.08,12.6562,49.91亿,49.91亿
1912,300506,ST名家汇,4.44,0.45,-99.27,A股,0.020,4.48,4.33,0.74,0.72,541.28万,2382.09万,-123.33,4.6318,63.30亿,32.62亿
1913,300687,赛意信息,24.36,-1.77,-99.36,A股,-0.440,25.33,23.97,5.60,0.85,1832.04万,4.46亿,78.79,3.7168,99.49亿,79.64亿
1914,300599,雄塑科技,13.49,9.67,-99.60,A股,1.190,13.49,12.28,11.59,1.39,2180.15万,2.83亿,37.44,2.5170,48.31亿,25.37亿
